"museum_label","museum_name","museum_country","museum_subregion","museum_city","museum_city_latitude","museum_city_longitude","total_type_specimens","holotype_count","syntype_count","lectotype_count","neotype_count","nonexistent_count"
"MTE","Minamitane–cho Board of Education","Japan","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"MTQ","Museum of Tropical Queensland","Australia","Queensland","NA","NA","NA",1,1,0,0,0,0
"MTSN","Museo Tridentino di Scienze Naturali","Italy","NA","Trento","46.08","11.12",3,3,0,0,0,0
"MUA","Museo de la Universidad de Antioquia","Colombia","NA","Antioquia","6.56","-75.83",3,3,0,0,0,0
"MUAPI","Universidad Arturo Prat","Chile","NA","Iquique","-20.23","-70.14",NA,NA,NA,NA,NA,NA
"MUAPO","Musée Universitaire d'Archéologie et du Patrimoine","Morocco","NA","Oujda","34.69","-1.91",NA,NA,NA,NA,NA,NA
"MUBI","Museo de Biodiversidad del Perú","Peru","NA","Cusco","-13.52","-71.989999999999995",NA,NA,NA,NA,NA,NA
"MUC","Museo de Ciencias Naturales, Universidad Nacional del Comahue","Argentina","NA","Neuquén","-38.952500000000001","-68.064166999999998",NA,NA,NA,NA,NA,NA
"MUDE","Museo del Desierto","Mexico","Coahuila","Saltillo","25.42","-101",NA,NA,NA,NA,NA,NA
"MUESP","Museo Municipal de Espinar","Peru","NA","Espinar","NA","NA",NA,NA,NA,NA,NA,NA
"MUFAL","Museu de História Natural da Universidade Federal de Alagoas","Brazil","Alagoas","NA","NA","NA",1,1,0,0,0,0
"MUGEO","Museo Geológico Valdemar Lefèvre","Brazil","São Paulo","São Paulo","-23.53","-46.63",NA,NA,NA,NA,NA,NA
"MUHNAC","Museu Nacional de História Natural e da Ciência","Portugal","NA","Lisbon","38.72","-9.14",1,1,0,0,0,0
"MUL","Montanuniversität Leoben","Austria","Styria","Leoben","47.38","15.09",NA,NA,NA,NA,NA,NA
"multiple","multiple","NA","NA","NA","NA","NA",2,0,2,0,0,0
"MUN","Mapuka Museum, Universidad del Norte","Colombia","NA","Barranquilla","10.96","-74.8",NA,NA,NA,NA,NA,NA
"MURB","Museo Universitario 'Ricardo Bohorquez'","Bolivia","NA","Potosí","-19.57","-65.75",NA,NA,NA,NA,NA,NA
"MUSA","Museo de Historia Natural de la Universidad Nacional de San Agustín","Peru","NA","Arequipa","-16.39","-71.53",6,6,0,0,0,0
"MUSB","Sección de Paleobiología, Museo de Ciencias Naturales, Universidad Simón Bolivar","Venezuela","NA","Caracas","10.54","-66.930000000000007",NA,NA,NA,NA,NA,NA
"MUSM","Museo de Historia Natural de la Universidad Nacional de San Marcos","Peru","NA","Lima","-12.07","-77.05",40,39,1,0,0,0
"MUVP","Mansoura University Vertebrate Paleontology Center","Egypt","NA","Mansoura","NA","NA",NA,NA,NA,NA,NA,NA
"Muzquiz","Museo Muzquiz","Mexico","Coahuila","Muzquiz","27.88","-101.52",NA,NA,NA,NA,NA,NA
"MVPB","Museu Vilafranca del Penedès","Spain","NA","Vilafranca del Penedès","NA","NA",NA,NA,NA,NA,NA,NA
"MVPSM","Museu Vicente Pallotti","Brazil","Rio Grande do Sul","Santa Maria","-29.69","-53.83",NA,NA,NA,NA,NA,NA
"MVZ","Museum of Vertebrate Zoology","United States","California","Berkeley","37.869999999999997","-122.27",361,359,0,0,2,0
"MWC","Museum of Western Colorado","United States","Colorado","Fruita","NA","NA",NA,NA,NA,NA,NA,NA
"MWNH","Museum Wiesbaden Naturhistorische Landessammlung","Germany","Hesse","Wiesbaden","50.08","8.23",NA,NA,NA,NA,NA,NA
"MWSU","Midwestern State University (Wichita Falls)","United States","Texas","Wichita Falls","33.9","-98.52",NA,NA,NA,NA,NA,NA
"MZ","Muzeum Ziemi","Poland","NA","Warsaw","52.26","21.02",1,1,0,0,0,0
"MZACUT","Museo di Zoölogia ed Anatomia Comparata della Università di Torino","Italy","NA","Turin","45.08","7.68",3,2,1,0,0,0
"MZB","Museum Zoologicum Bogoriense","Indonesia","NA","Bogor","-6.58","106.79",85,84,1,0,0,0
"MZFC","Museo de Zoología, Facultad de Ciencias, Universidad Nacional Autónoma de México","Mexico","NA","Mexico City","19.43","-99.14",4,4,0,0,0,0
"MZS","Musée Zoologique de la ville de Strasbourg","France","NA","Strasbourg","48.58","7.76",5,3,1,1,0,0
"MZUA","Museo Universidad del Azuay","Ecuador","NA","Cuenca","-2.9","-79.010000000000005",1,1,0,0,0,0
"MZUCo","Museo de Zoología de la Universidad de Concepción","Chile","NA","Concepción","-36.83","-73.05",NA,NA,NA,NA,NA,NA
"MZUCV","Museo de Zoología de la Universidad de Carabobo","Venezuela","Carabobo","Valencia","10.23","-67.98",3,3,0,0,0,0
"MZUH","Museum Zoologicum Universitatis, Helsinki","Finland","NA","Helsinki","60.17","24.94",3,1,2,0,0,0
"MZUSP","Museu de Zoologia da Universidade de São Paulo","Brazil","São Paulo","São Paulo","-23.53","-46.63",31,28,0,2,1,0
"NAMAL","North American Museum of Ancient Life","United States","Utah","Lehi","NA","NA",NA,NA,NA,NA,NA,NA
"NAMRU","United States Naval Medical Research Unit 2","Indonesia","NA","Jakarta","-6.18","106.83",1,1,0,0,0,0
"NaMV","Nakagawa Museum of Natural History","Japan","NA","Nakagawa","33.5","130.41999999999999",NA,NA,NA,NA,NA,NA
"NAUQSP","Quaternary Studies Program, Northern Arizona University","United States","Arizona","Flagstaff","35.19","-111.62",NA,NA,NA,NA,NA,NA
"NCAR","National Centre for Archaeological Research","Indonesia","NA","Jakarta","-6.18","106.83",NA,NA,NA,NA,NA,NA
"NCM","Norwich Castle Museum","United Kingdom","NA","Norwich","52.65","1.28",NA,NA,NA,NA,NA,NA
"NCSM","North Carolina Museum of Natural Sciences","United States","North Carolina","Raleigh","35.82","-78.66",NA,NA,NA,NA,NA,NA
"NDGS","North Dakota Geological Survey","United States","North Dakota","Bismarck","46.81","-100.77",NA,NA,NA,NA,NA,NA
"NDHC","North Dakota Heritage Center","United States","North Dakota","Bismarck","46.81","-100.77",NA,NA,NA,NA,NA,NA
"NECF","North-Eastern College of Forestry","China","NA","Harbin","45.75","126.65",2,2,0,0,0,0
"Neuhäuser collection","Collection of Gabriele Neuhäuser","Germany","Berlin","Berlin","52.52","13.38",5,5,0,0,0,0
"Neumann collection","Collection of O. Neumann","Germany","Berlin","Berlin","52.52","13.38",2,1,1,0,0,0
"NEWHM","Newcastle Hancock Museum","United Kingdom","NA","Newcastle upon Tyne","55","-1.6",NA,NA,NA,NA,NA,NA
"NFL","Numata Fossil Museum","Japan","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"NHCC","National Heritage Conservation Commission of Zambia","Zambia","NA","Lusaka","-15.42","28.29",NA,NA,NA,NA,NA,NA
"NHCG","National Heritage Center (Geology) of Korea","South Korea","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"NHG","Natuurhistorische collectie van het Zeeuws Genootschap der Wetenschappen","Netherlands","NA","Middelburg","51.5","3.61",NA,NA,NA,NA,NA,NA
"NHMA","Natural History Museum of Ankara","Turkey","NA","Ankara","39.93","32.85",NA,NA,NA,NA,NA,NA
"NHMB","Natural History Museum of Belgrade","Serbia","NA","Belgrade","44.83","20.5",1,1,0,0,0,0
"NHMBZ","Natural History Museum, Bulawayo, Zimbabwe","Zimbabwe","NA","Bulawayo","-20.170000000000002","28.58",4,4,0,0,0,0
"NHMD","Natural History Museum of Denmark","Denmark","NA","Copenhagen","55.68","12.57",4,4,0,0,0,0
"NHMG","Natural History Museum of Guangxi","China","NA","Nanning","22.82","108.32",NA,NA,NA,NA,NA,NA
"NHMH","Natural History Museum of Crete","Greece","NA","Heraklion","NA","NA",NA,NA,NA,NA,NA,NA
"NHMHU","Natural History Museum, Faculty of Agriculture, Hokkaido University","Japan","NA","NA","NA","NA",1,1,0,0,0,0
"NHMMaa","Natuurhistorisch Museum Maastricht","Netherlands","NA","Maastricht","50.85","5.69",NA,NA,NA,NA,NA,NA
"NHMMai","Naturhistorisches Museum Mainz/Landessammlung für Naturkunde Rheinland-Pfalz","Germany","Rhineland-Palatinate","Mainz","50","8.26",2,2,0,0,0,0
"NHMO","Natural History Museum, University of Oslo","Norway","NA","Oslo","59.91","10.75",18,7,10,1,0,0
"NHMOU","Natural History Museum, Department of Zoology, Osmania University","India","Telangana","Hyderabad","17.399999999999999","78.48",3,3,0,0,0,0
"NHMU","Natural History Museum of Urmia University","Iran","NA","Urmia","NA","NA",1,1,0,0,0,0
"NHRC","Natural History Research Centre","Iraq","NA","Baghdad","33.33","44.44",1,1,0,0,0,0
"NHRM","Naturhistoriska riksmuseet","Sweden","NA","Stockholm","59.33","18.07",88,51,25,11,1,0
"NIGPAS","Nanjing Institute of Geology and Palaeontology","China","NA","Nanjing","32.049999999999997","118.78",NA,NA,NA,NA,NA,NA
"Nikiti","Museum of Nikiti","Greece","NA","Nikiti","40.229999999999997","23.67",NA,NA,NA,NA,NA,NA
"NJSM","New Jersey State Museum","United States","New Jersey","Trenton","40.22","-74.760000000000005",NA,NA,NA,NA,NA,NA
"NJU","Nanjing University","China","NA","Nanjing","32.049999999999997","118.78",NA,NA,NA,NA,NA,NA
"NKMB","Naturkunde-Museum Bamberg","Germany","Bavaria","Bamberg","49.9","10.9",NA,NA,NA,NA,NA,NA
"NLMH","Niedersächsisches Landesmuseum, Hannover","Germany","Lower Saxony","Hannover","NA","NA",NA,NA,NA,NA,NA,NA
"NMA","Naturmuseum Augsburg","Germany","Bavaria","Augsburg","48.36","10.89",NA,NA,NA,NA,NA,NA
"NMB","Naturhistorisches Museum in Basel","Switzerland","NA","Basel","47.57","7.58",27,12,13,2,0,0
"NMBE","Naturhistorisches Museum Bern","Switzerland","NA","Bern","46.95","7.44",1,1,0,0,0,0
"NMBo","Naturmuseum Bozen","Italy","NA","Bozen","NA","NA",NA,NA,NA,NA,NA,NA
"NMBSA","National Museum, Bloemfontein","South Africa","NA","Bloemfontein","-29.15","26.23",1,1,0,0,0,0
"NMBT","Natuurmuseum Brabant","Netherlands","NA","Tilburg","51.57","5.07",NA,NA,NA,NA,NA,NA
"NMCL","Naturkundemuseum Coburg","Germany","Bavaria","Coburg","50.27","10.95",NA,NA,NA,NA,NA,NA
"NME","National Museum of Ethiopia","Ethiopia","NA","Addis Ababa","9.0299999999999994","38.74",3,3,0,0,0,0
"NMEr","National Museum of Eritrea","Eritrea","NA","Asmara","15.33","38.94",NA,NA,NA,NA,NA,NA
"NMHF","Ninohe Museum of History and Folklore","Japan","NA","Ninohe","40.28","141.31",NA,NA,NA,NA,NA,NA
"NMING","National Museum of Ireland","Ireland","NA","Dublin","53.33","-6.25",NA,NA,NA,NA,NA,NA
"NMJ","Naturmuseum Jena","Germany","Thuringia","Jena","50.93","11.58",NA,NA,NA,NA,NA,NA
"NMJH","National Museum of Japanese History","Japan","NA","NA","NA","NA",1,1,0,0,0,0
"NMM","National Museum of Natural History, Malta","Malta","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"NMMNH","New Mexico Museum of Natural History","United States","New Mexico","Albuquerque","35.119999999999997","-106.62",1,1,0,0,0,0
"NMMP","National Museum of Myanmar","Myanmar","NA","Yangon","16.795000000000002","96.16",NA,NA,NA,NA,NA,NA
"NMNHA","Paleontological Museum Assenovgrad","Bulgaria","NA","Assenovgrad","NA","NA",NA,NA,NA,NA,NA,NA
"NMNHU","Palaeontological Museum of the National Museum of Natural History, National Academy of Sciences of the Ukraine","Ukraine","NA","Kyiv","50.45","30.523333000000001",NA,NA,NA,NA,NA,NA
"NMNS","National Museum of Natural Science","Taiwan","NA","Taichung","24.15","120.68",4,4,0,0,0,0
"NMNZ","Museum of New Zealand Te Papa Tongarewa","New Zealand","NA","Wellington","-41.28","174.78",8,8,0,0,0,0
"NMO","Naturmuseum Olten","Switzerland","NA","Olten","47.37","7.9",NA,NA,NA,NA,NA,NA
"NMOK","Museum Kassel","Germany","Hesse","Kassel","51.32","9.48",NA,NA,NA,NA,NA,NA
"NMPh","National Museum of Philippines","Philippines","NA","Manila","14.62","120.97",5,5,0,0,0,0
"NMPr","National Museum of Prague","Czech Republic","NA","Prague","50.08","14.43",20,20,0,0,0,0
"NMPSU","Northwest Museum, Portland State University","United States","Oregon","Portland","NA","NA",NA,NA,NA,NA,NA,NA
"NMR","Natuurmuseum Rotterdam","Netherlands","NA","Rotterdam","51.93","4.4800000000000004",2,2,0,0,0,0
"NMRA","National Museum of the Republic of Adygea","Russia","NA","Maikop","NA","NA",1,1,0,0,0,0
"NMS","Naturmuseum Solothurn","Switzerland","NA","Solothurn","47.22","7.54",NA,NA,NA,NA,NA,NA
"NMSc","National Museums Scotland","United Kingdom","NA","Edinburgh","55.95","-3.22",3,3,0,0,0,0
"NMSé","National Museum of Sétif","Algeria","NA","Sétif","NA","NA",NA,NA,NA,NA,NA,NA
"NMSG","Naturmuseum St. Gallen","Switzerland","NA","Sankt Gallen","NA","NA",NA,NA,NA,NA,NA,NA
"NMT","National Museum of Tanzania","Tanzania","NA","Dar-es-Salaam","-6.8161110000000003","39.280278000000003",1,1,0,0,0,0
"NMV","Museum Victoria","Australia","Victoria","Melbourne","-37.81","144.96",40,31,3,5,1,0
"NMW","Naturhistorisches Museum Wien","Austria","Vienna","Vienna","48.22","16.37",63,36,20,7,0,0
"NMWC","Amgueddfa Cymru—National Museum of Wales","United Kingdom","NA","Cardiff","51.48","-3.18",NA,NA,NA,NA,NA,NA
"NMZ","Livingstone Museum, Zambia","Zambia","NA","Livingstone","-17.86","25.86",1,1,0,0,0,0
"NNHM","National Natural History Museum","Tanzania","NA","Arusha","-3.36","36.67",NA,NA,NA,NA,NA,NA
"NNPM","Zoological Museum, National Museum Natural History, Ukrainian Academy of Sciences","Ukraine","NA","Kyiv","50.45","30.523333000000001",13,7,2,3,1,0
"NÖLM","Museum Niederösterreich","Austria","Lower Austria","St. Pölten","NA","NA",NA,NA,NA,NA,NA,NA
"NoMP","Nostimo Museum of Paleontology","Greece","NA","Nostimo","NA","NA",NA,NA,NA,NA,NA,NA
"NPIB","Northwest Plateau Institute of Biology, Academia Sinica","China","NA","Xining","36.619999999999997","101.77",9,9,0,0,0,0
"NRRU","Nakhon Ratchasima Rajabhat University","Thailand","NA","Nakhon Ratchasima","15","102.1",NA,NA,NA,NA,NA,NA
"NSM","Nova Scotia Museum","Canada","NA","Halifax","44.67","-63.61",NA,NA,NA,NA,NA,NA
"NSMT","National Science Museum","Japan","NA","Tokyo","35.67","139.77000000000001",45,45,0,0,0,0
"NTM","Northern Territory Museum","Australia","NA","Darwin","-12.438056","130.84111100000001",NA,NA,NA,NA,NA,NA
"NTU","National Taiwan University","Taiwan","NA","Taipei","25.02","121.45",2,2,0,0,0,0
"NUM","Nagoya University Museum","Japan","NA","Nagoya","35.15","136.91",NA,NA,NA,NA,NA,NA
"NUPECCE","Museum of Deer Research and Conservation Center","Brazil","São Paulo","Jaboticabal","-21.25","-48.33",3,0,0,0,3,0
"NVP","New Valley Vertebrate Paleontology Centre","Egypt","NA","Kharga Oasis","NA","NA",NA,NA,NA,NA,NA,NA
"NWS","Naturwissenschaftliche Sammlungen der Stadt Winterthur","Switzerland","NA","Winterthur","47.51","8.7200000000000006",NA,NA,NA,NA,NA,NA
"NWUV","Northwest University, Institute of Geology and Environment","China","NA","Xian","34.270000000000003","108.9",NA,NA,NA,NA,NA,NA
"NZAC","New Zealand Arthropod Collection","New Zealand","NA","Auckland","-36.85","174.76",NA,NA,NA,NA,NA,NA
"Oberli collection","Collection of Urs Oberli","Switzerland","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"OCO","Orrorin Community Organization","Kenya","NA","Tugen Hills","NA","NA",NA,NA,NA,NA,NA,NA
"OCP","Office Cheriffien des Phosphates","Morocco","NA","Khouribga","32.89","-6.91",NA,NA,NA,NA,NA,NA
"OCPC","Orange County Paleontology Collection, John D. Cooper Center","United States","California","Santa Ana","33.74","-117.88",NA,NA,NA,NA,NA,NA
"OGM","Olduvai Gorge Museum","Tanzania","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Okada collection","Collection of Y. Okada","Japan","NA","NA","NA","NA",2,2,0,0,0,0
"OMD","Otago Museum","New Zealand","NA","Dunedin","-45.88","170.48",NA,NA,NA,NA,NA,NA
"OMM","Oblastní muzeum v Mostě","Czech Republic","NA","Most","50.51","13.63",NA,NA,NA,NA,NA,NA
"OMN","Oranjemund Museum","Namibia","NA","Oranjemund","-28.55","16.43",NA,NA,NA,NA,NA,NA
"OMNH","Oklahoma Museum of Natural History","United States","Oklahoma","Norman","35.220832999999999","-97.443611000000004",3,2,1,0,0,0
"OMSI","Oregon Museum of Science and Industry","United States","Oregon","Eugene","44.05","-123.11",NA,NA,NA,NA,NA,NA
"OMUS","Ondokuz Mayis University, Samsun","Turkey","NA","Samsun","41.29","36.33",5,5,0,0,0,0
"ONG","Oil and Natural Gas Commission","India","Uttarakhand","Dehradun","NA","NA",NA,NA,NA,NA,NA,NA
"ONIG","Service de la carte d'Algérie","Algeria","NA","Algiers","36.770000000000003","3.04",NA,NA,NA,NA,NA,NA
"ONM","Office National des Mines","Tunisia","NA","Tunis","36.840000000000003","10.220000000000001",NA,NA,NA,NA,NA,NA
"OPM","Okinawa Prefecture Museum","Japan","NA","Okinawa","26.34","127.79",NA,NA,NA,NA,NA,NA
"OSM","Odessa State Museum","Ukraine","NA","Odessa","NA","NA",NA,NA,NA,NA,NA,NA
"OSU","Oregon State University","United States","Oregon","Corvallis","44.57","-123.28",NA,NA,NA,NA,NA,NA
"OTK","Otari Folklore Museum","Japan","NA","Otari","NA","NA",NA,NA,NA,NA,NA,NA
"OU","University of Otago","New Zealand","NA","Dunedin","-45.88","170.48",NA,NA,NA,NA,NA,NA
"OUM","Oxford University Museum","United Kingdom","NA","Oxford","51.76","-1.26",4,3,0,1,0,0
"Palermo","Geological Museum G.G. Gemmelaro of the University of Palermo","Italy","NA","Palermo","38.119999999999997","13.36",NA,NA,NA,NA,NA,NA
"Parma","Museo Paleontologico Parmense","Italy","NA","Parma","44.81","10.32",NA,NA,NA,NA,NA,NA
"Pavia","Dipartimento di Scienze della Terra, Università di Pavia","Italy","NA","Pavia","45.2","9.15",NA,NA,NA,NA,NA,NA
"PBL","Phylogenetics & Biochronology Lab, Institute of Plant and Animal Ecology UrB","Russia","NA","Yekaterinburg","56.85","60.6",NA,NA,NA,NA,NA,NA
"PBMNH","Palm Beach Museum of Natural History","United States","Florida","Palm Beach","NA","NA",NA,NA,NA,NA,NA,NA
"PBS","Philippine Bureau of Science","Philippines","NA","NA","NA","NA",1,0,1,0,0,0
"PBZT","Parc Botanique et Zoologique de Tsimbazaza","Madagascar","NA","Tsimbazaza","NA","NA",4,3,1,0,0,0
"PCBU","Paleontology Center, Bohai University","China","NA","Jinzhou","NA","NA",NA,NA,NA,NA,NA,NA
"PCCRULL","Paleontology Collection-Carolina Castillo Ruiz, University of La Laguna","Spain","NA","Santa Cruz de Tenerife","NA","NA",NA,NA,NA,NA,NA,NA
"PCM","Powell Cotton Museum","United Kingdom","NA","NA","NA","NA",2,1,1,0,0,0
"PEFO","Petrified Forest National Park","United States","Arizona","NA","NA","NA",NA,NA,NA,NA,NA,NA
"PEM","Port Elizabeth Museum","South Africa","NA","Port Elizabeth","-33.96","25.59",NA,NA,NA,NA,NA,NA
"Peretti","Peretti Museum Foundation","Switzerland","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"PETMG","City Museum and Gallery, Peterborough","United Kingdom","NA","Peterborough","52.59","-0.25",NA,NA,NA,NA,NA,NA
"Petrov collection","Collection of B. Petrov","Serbia","NA","NA","NA","NA",3,3,0,0,0,0
"PIMUZ","Paläontologisches Institut und Museum der Universität Zürich","Switzerland","NA","Zürich","47.38","8.5399999999999991",NA,NA,NA,NA,NA,NA
"PIN","Paleontological Institute of the Russian Academy of Sciences","Russia","NA","Moscow","55.75","37.619999999999997",2,2,0,0,0,0
"Pirlot collection","Pirlot collection","France","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"Pisa","Museo di Storia Naturale, Università di Pisa","Italy","NA","Pisa","43.72","10.4",2,1,1,0,0,0
"PIU","Lagrelius Collection of the Paleontological Institute of Uppsala University","Sweden","NA","Uppsala","59.86","17.64",NA,NA,NA,NA,NA,NA
"PKUP","Peking University Paleontological Collection","China","NA","Beijing","39.93","116.4",NA,NA,NA,NA,NA,NA
"PMA","Provincial Museum of Alberta","Canada","NA","Edmonton","53.57","-113.54",NA,NA,NA,NA,NA,NA
"PMCU","Pierre-et-Marie-Curie University","France","NA","Paris","48.86","2.34",NA,NA,NA,NA,NA,NA
"PMN","Pfalzmuseum für Naturkunde","Germany","Rhineland-Palatinate","Bad Dürkheim","49.47","8.16",NA,NA,NA,NA,NA,NA
"PMNH","Pakistan Museum of Natural History","Pakistan","NA","Islamabad","33.72","73.06",NA,NA,NA,NA,NA,NA
"PMNS","Perot Museum of Nature and Science","United States","Texas","Dallas","32.79","-96.77",NA,NA,NA,NA,NA,NA
"PMOL","Liaoning Paleontological Museum","China","NA","Shenyang","41.8","123.45",NA,NA,NA,NA,NA,NA
"PMONU","Odessa I.I. Mechnikov National University, Palaeontological Museum","Ukraine","NA","Odessa","NA","NA",NA,NA,NA,NA,NA,NA
"PMS","Slovenian Museum of Natural History","Slovenia","NA","Ljubljana","46.06","14.51",4,3,0,0,1,0
"PMTSU","Paleontological Museum, Tomsk State University","Russia","NA","Tomsk","56.5","84.97",NA,NA,NA,NA,NA,NA
"PMU","Palaeontological Museum Uppsala","Sweden","NA","Uppsala","59.86","17.64",1,1,0,0,0,0
"PMUL","Paläontologisches Museum der Universität Leipzig","Germany","Saxony","Leipzig","51.35","12.4",NA,NA,NA,NA,NA,NA
"PMZ","Povážie museum, Žilina","Slovakia","NA","Žilina","49.22","18.739999999999998",1,1,0,0,0,0
"PNGM","National Museum and Art Gallery of Papua New Guinea","Papua New Guinea","NA","Port Moresby","-9.48","147.18",4,4,0,0,0,0
"Poitiers","Université de Poitiers","France","NA","Poitiers","46.58","0.34",1,1,0,0,0,0
"POMK","Ethographic Museum Collection, Livensovka","Russia","NA","Livensovka","NA","NA",NA,NA,NA,NA,NA,NA
"PPHM","Panhandle-Plains Historical Museum","United States","Texas","Canyon","NA","NA",NA,NA,NA,NA,NA,NA
"PRC","Palaeontological Research and Education Centre, Maha Sarakham University","Thailand","NA","Maha Sarakham","16.18","103.29",NA,NA,NA,NA,NA,NA
"PRPRC","Peace Region Palaeontology Research Centre","Canada","NA","Tumbler Ridge","55.13","-121",NA,NA,NA,NA,NA,NA
"PSMNH","Puget Sound Museum of Natural History","United States","Washington","Tacoma","47.25","-122.46",1,1,0,0,0,0
"PSUZC","Princess Maha Chakri Sirindhorn Natural History Museum","Thailand","NA","Hat Yai","7","100.47",7,7,0,0,0,0
"PTRM","Pioneer Trails Regional Museum","United States","North Dakota","Bowman","NA","NA",NA,NA,NA,NA,NA,NA
"PU","Museum of Natural History, Princeton University","United States","New Jersey","Princeton","NA","NA",NA,NA,NA,NA,NA,NA
"PUA","Department of Anthropology, Punjab University","India","NA","Chandigarh","30.75","76.78",NA,NA,NA,NA,NA,NA
"PULR","Paleontología, Universidad de La Rioja","Argentina","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"PUM","Philipps-Universität Marburg","Germany","Hesse","Marburg","50.8","8.77",NA,NA,NA,NA,NA,NA
"PVL","fossil vertebrate collection, Instituto Miguel Lillo","Argentina","NA","San Miguel de Tucumán","-26.816666999999999","-65.216667000000001",NA,NA,NA,NA,NA,NA
"PVSJ","División de Paleontología de Vertebrados del Museo de Ciencias Naturales y Universidad Nacional de San Juan","Argentina","NA","San Juan","-31.537500000000001","-68.536389",NA,NA,NA,NA,NA,NA
"PVUNS","Universidad Nacional del Sur, Paleontología de Vertebrados","Argentina","NA","Bahía Blanca","-38.72","-62.28",NA,NA,NA,NA,NA,NA
"PXMV","Pingxiang Museum","China","NA","Pingxiang","27.62","113.85",NA,NA,NA,NA,NA,NA
"QCAZ","Museo de Zoología, Pontificia Universidad Católica del Ecuador","Ecuador","NA","NA","NA","NA",10,10,0,0,0,0
"QJGPM","Qijiang Petrified Wood and Dinosaur Footprint National Geological Park Museum","China","NA","Chongqing","29.57","106.58",NA,NA,NA,NA,NA,NA
"QM","Queensland Museum","Australia","Queensland","Brisbane","-27.46","153.02000000000001",47,39,5,2,1,0
"QS","Cultural Relics Administrative Office of Qianshan County","China","NA","Qianshan","NA","NA",NA,NA,NA,NA,NA,NA
"QVM","Queen Victoria Museum","Australia","Tasmania","Launceston","-41.45","147.13",2,1,0,1,0,0
"QW","Giant Buddha Museum","China","NA","Leshan","29.57","103.74",NA,NA,NA,NA,NA,NA
"QYSM","Qiyunshan Geological Museum","China","NA","Qiyunshan","NA","NA",NA,NA,NA,NA,NA,NA
"Raghavan collection","Collection of P. Raghavan","India","NA","NA","NA","NA",NA,NA,NA,NA,NA,NA
"RAM","Royal Alberta Museum","Canada","NA","Edmonton","53.57","-113.54",NA,NA,NA,NA,NA,NA
"RAMP","Raymond M. Alf Museum of Paleontology","United States","California","Claremont","34.11","-117.719722",NA,NA,NA,NA,NA,NA
"RBCM","Royal British Columbia Museum","Canada","NA","Victoria","48.428333000000002","-123.364722",24,24,0,0,0,0
"RC","Rubidge Collection","South Africa","NA","Graaff Reinet","NA","NA",NA,NA,NA,NA,NA,NA
"RCS","Royal College of Surgeons","United Kingdom","NA","London","51.52","-0.1",16,14,2,0,0,0
"Reinwaldt collection","Collection of Edwin Reinwaldt","Estonia","NA","Tartu","58.38","26.71",3,3,0,0,0,0
"RGM","Rijks Geologisch Museum","Netherlands","NA","Leiden","52.17","4.49",9,8,1,0,0,0
"RGMW","Regionalmuseum Wolfhagen","Germany","Hesse","Wolfhagen","NA","NA",NA,NA,NA,NA,NA,NA
"Rhinopolis","Association Rhinopolis","France","NA","Gannat","NA","NA",NA,NA,NA,NA,NA,NA
"Riemer collection","Julius Riemer collection","Germany","Berlin","Berlin","52.52","13.38",1,1,0,0,0,0
